Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
01/08/2026,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,167484.65
01/08/2026,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,NHS DORSET INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,637109.61
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,47177.80
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,124511.10
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,130237.51
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,170488.32
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,166220.77
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,85360.08
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,49763.51
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,73789.74
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,11073.12
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,81775.76
01/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,9375.28
01/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,BARTS HEALTH NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,275848.99
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,301284.28
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,705267.38
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,100832.62
01/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,296830.72
01/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,361667.47
01/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,372038.14
01/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,20906.40
01/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,201595.49
01/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,288520.80
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RKE,WHITTINGTON HEALTH NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,236424.34
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,478271.21
01/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,81516.26
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,190488.42
01/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,419526.78
01/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,242935.98
01/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,WALSALL HEALTHCARE NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,78862.51
01/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,10621.19
01/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,WYE VALLEY NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,9678.89
01/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,6620.90
01/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,7831.60
01/08/2026,PROVIDER,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,256906.48
01/08/2026,PROVIDER,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,280029.81
01/08/2026,PROVIDER,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,182721.65
01/08/2026,PROVIDER,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,224288.71
01/08/2026,PROVIDER,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,92678.48
01/08/2026,PROVIDER,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,333440.78
01/08/2026,PROVIDER,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,70745.80
01/08/2026,PROVIDER,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,16603.34
01/08/2026,PROVIDER,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,496017.96
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,320408.14
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,106758.95
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,192594.66
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,61494.63
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCF,AIREDALE NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,71459.67
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,183490.24
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,10500.17
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,129848.18
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,21406.91
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,432222.82
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,19210.18
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,72560.44
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,413467.24
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,16298.00
